Tool_Type,Brand,Tool_Age_Days,Days_Since_Last_Cal,Total_Checkouts,Total_Usage_Hours,Avg_Duration_Hours,Unique_Users,Past_Failures,Env_Stress_Index,Criticality_Score,Maintenance_Cost,Label_Recommended_Days_Until_Cal
Hydraulic Pump,Bosch,1697,131,80,306.1,3.8,62,0,86,2,169.7,7
Digital Torque Wrench,Makita,966,271,144,163.2,1.1,111,4,11,5,696.6,15
Digital Torque Wrench,Bosch,275,277,163,514.8,3.2,64,0,94,5,27.5,-4
Borescope,Snap-on,1434,349,113,1003.7,8.9,38,1,49,2,293.4,-8
Pneumatic Drill,Fluke,1434,3,500,3293.4,6.6,184,1,77,3,293.4,122
Multimeter,Snap-on,1693,17,121,140.2,1.2,41,1,87,2,319.3,127
Digital Torque Wrench,Facom,597,188,50,160.0,3.2,20,0,72,5,59.7,0
Digital Torque Wrench,Fluke,880,318,193,422.6,2.2,124,0,76,5,88.0,-2
Multimeter,Bosch,39,304,104,335.6,3.2,58,0,52,2,3.9,-2
Digital Torque Wrench,Snap-on,1063,313,199,115.9,0.6,119,2,75,5,406.3,20
Hydraulic Pump,Bosch,1189,253,75,413.0,5.5,58,1,0,2,268.9,20
Borescope,Snap-on,1725,66,117,1038.9,8.9,80,3,74,2,622.5,36
Hydraulic Pump,Fluke,1683,348,114,1096.2,9.6,57,2,74,2,468.3,12
Hydraulic Pump,Makita,1289,360,82,489.1,6.0,17,0,18,2,128.9,14
Pneumatic Drill,Snap-on,1601,12,300,1937.8,6.5,73,3,48,3,610.1,70
Borescope,Makita,1005,254,140,900.1,6.4,95,2,30,2,400.5,16
Digital Torque Wrench,Snap-on,561,131,98,76.0,0.8,46,0,24,5,56.1,52
Pneumatic Drill,Fluke,1510,286,215,970.1,4.5,134,0,37,3,151.0,21
Digital Torque Wrench,Bosch,383,296,73,225.4,3.1,29,0,81,5,38.3,15
Digital Torque Wrench,Fluke,1680,42,147,449.2,3.1,72,0,77,5,168.0,124
Pneumatic Drill,Makita,413,237,308,2231.3,7.2,107,0,81,3,41.3,2
Digital Torque Wrench,Bosch,1354,161,196,636.3,3.2,52,0,63,5,135.4,2
Digital Torque Wrench,Facom,675,353,167,182.5,1.1,76,0,87,5,67.5,10
Multimeter,Fluke,1367,69,106,1056.3,10.0,56,0,55,2,136.7,53
Hydraulic Pump,Facom,144,278,70,267.1,3.8,45,0,71,2,14.4,10
Hydraulic Pump,Makita,730,128,136,1425.5,10.5,101,0,12,2,73.0,10
Multimeter,Fluke,1240,355,60,436.7,7.3,41,1,96,2,274.0,-8
Multimeter,Snap-on,1172,216,87,91.6,1.1,35,2,77,2,417.2,0
Digital Torque Wrench,Makita,1308,50,27,15.1,0.6,18,1,81,5,280.8,75
Borescope,Makita,1438,9,35,75.8,2.2,19,0,97,2,143.8,140
Pneumatic Drill,Makita,345,141,189,854.7,4.5,139,0,114,3,34.5,-8
Hydraulic Pump,Facom,677,226,34,45.2,1.3,12,0,78,2,67.7,7
Pneumatic Drill,Fluke,1775,24,191,1155.2,6.0,76,2,32,3,477.5,120
Digital Torque Wrench,Bosch,591,107,142,496.4,3.5,79,0,100,5,59.1,46
Digital Torque Wrench,Bosch,349,259,43,59.8,1.4,22,0,36,5,34.9,-4
Borescope,Facom,880,118,128,908.9,7.1,53,1,11,2,238.0,38
Digital Torque Wrench,Snap-on,1741,34,41,147.2,3.6,18,2,63,5,474.1,125
Hydraulic Pump,Snap-on,1325,22,41,319.1,7.8,16,0,29,2,132.5,141
Pneumatic Drill,Fluke,1648,304,282,765.4,2.7,173,3,102,3,614.8,11
Borescope,Bosch,1514,184,14,54.4,3.9,9,0,47,2,151.4,-5
Digital Torque Wrench,Facom,1735,256,124,380.9,3.1,39,2,55,5,473.5,-8
Pneumatic Drill,Facom,636,272,163,623.3,3.8,119,0,92,3,63.6,21
Digital Torque Wrench,Makita,250,44,119,102.7,0.9,42,0,64,5,25.0,122
Hydraulic Pump,Fluke,1645,99,134,568.4,4.2,60,1,80,2,314.5,24
Pneumatic Drill,Snap-on,77,37,463,2486.9,5.4,108,1,112,3,157.7,100
Digital Torque Wrench,Makita,1320,307,118,364.7,3.1,37,2,76,5,432.0,-6
Pneumatic Drill,Fluke,780,50,96,489.8,5.1,46,3,120,3,528.0,75
Borescope,Facom,434,244,107,791.3,7.4,63,1,30,2,193.4,5
Multimeter,Facom,191,90,142,1107.2,7.8,57,0,77,2,19.1,58
Hydraulic Pump,Makita,73,150,31,322.7,10.4,16,0,76,2,7.3,44
Multimeter,Facom,1559,325,132,246.0,1.9,102,1,93,2,305.9,15
Pneumatic Drill,Snap-on,1781,252,155,1131.3,7.3,90,1,72,3,328.1,6
Borescope,Facom,1740,361,133,651.1,4.9,95,0,100,2,174.0,0
Pneumatic Drill,Bosch,909,226,307,1504.2,4.9,126,4,81,3,690.9,13
Pneumatic Drill,Fluke,1425,1,133,583.3,4.4,33,1,30,3,292.5,125
Multimeter,Snap-on,1481,104,89,853.1,9.6,38,0,40,2,148.1,35
Digital Torque Wrench,Makita,863,84,111,96.9,0.9,75,2,81,5,386.3,89
Hydraulic Pump,Bosch,668,215,65,209.4,3.2,41,1,97,2,216.8,-8
Digital Torque Wrench,Makita,890,254,22,86.8,3.9,8,0,76,5,89.0,15
Pneumatic Drill,Bosch,128,156,422,2492.9,5.9,296,0,108,3,12.8,-5
Pneumatic Drill,Bosch,962,12,447,2710.4,6.1,134,0,80,3,96.2,147
Pneumatic Drill,Facom,180,20,203,682.7,3.4,55,0,48,3,18.0,116
Digital Torque Wrench,Bosch,1513,331,77,61.8,0.8,49,1,91,5,301.3,1
Digital Torque Wrench,Facom,1764,31,96,297.1,3.1,66,3,37,5,626.4,74
Borescope,Fluke,1162,282,136,427.9,3.1,53,0,58,2,116.2,-3
Pneumatic Drill,Bosch,1178,226,309,833.1,2.7,149,3,20,3,567.8,14
Pneumatic Drill,Bosch,706,250,222,787.8,3.5,177,1,70,3,220.6,7
Digital Torque Wrench,Makita,728,235,168,258.9,1.5,57,0,25,5,72.8,8
Multimeter,Snap-on,480,135,69,303.8,4.4,35,0,53,2,48.0,30
Borescope,Snap-on,1105,304,19,60.0,3.2,13,1,69,2,260.5,-4
Multimeter,Fluke,892,168,69,164.1,2.4,34,2,71,2,389.2,-3
Digital Torque Wrench,Makita,1157,212,55,118.5,2.2,38,0,9,5,115.7,16
Borescope,Snap-on,964,363,40,434.5,10.9,10,0,91,2,96.4,-2
Hydraulic Pump,Makita,280,320,37,407.1,11.0,22,0,50,2,28.0,16
Multimeter,Fluke,513,44,27,138.6,5.1,21,1,54,2,201.3,127
Hydraulic Pump,Snap-on,725,272,55,355.8,6.5,32,2,87,2,372.5,9
Borescope,Fluke,84,244,96,1091.9,11.4,29,0,55,2,8.4,12
Multimeter,Facom,343,235,135,1462.7,10.8,69,0,44,2,34.3,21
Hydraulic Pump,Fluke,1282,321,41,127.2,3.1,28,0,0,2,128.2,-8
Multimeter,Makita,228,285,22,52.9,2.4,10,0,73,2,22.8,17
Borescope,Bosch,1107,95,53,441.1,8.3,30,0,95,2,110.7,47
Digital Torque Wrench,Fluke,218,82,113,313.0,2.8,61,0,64,5,21.8,113
Hydraulic Pump,Makita,910,347,42,488.3,11.6,11,0,52,2,91.0,9
Digital Torque Wrench,Makita,1251,357,165,407.8,2.5,49,1,72,5,275.1,21
Digital Torque Wrench,Snap-on,1386,160,122,341.9,2.8,80,0,30,5,138.6,21
Borescope,Fluke,70,97,66,289.9,4.4,43,0,72,2,7.0,92
Digital Torque Wrench,Fluke,287,13,151,180.8,1.2,62,0,0,5,28.7,176
Hydraulic Pump,Snap-on,1632,123,45,375.2,8.3,16,1,22,2,313.2,34
Hydraulic Pump,Snap-on,1697,284,27,308.0,11.4,16,1,13,2,319.7,-5
Borescope,Makita,1810,124,141,587.2,4.2,57,1,29,2,331.0,4
Digital Torque Wrench,Makita,991,56,21,16.3,0.8,10,1,17,5,249.1,123
Pneumatic Drill,Bosch,1484,56,245,837.1,3.4,154,1,44,3,298.4,71
Multimeter,Makita,1475,141,71,543.6,7.7,47,1,54,2,297.5,9
Multimeter,Fluke,666,241,101,472.6,4.7,26,1,50,2,216.6,-8
Borescope,Fluke,930,305,102,127.7,1.3,71,1,2,2,243.0,1
Multimeter,Makita,828,87,24,84.1,3.5,6,0,23,2,82.8,86
Multimeter,Facom,947,201,80,315.9,3.9,58,1,9,2,244.7,2
Hydraulic Pump,Bosch,213,36,97,937.2,9.7,47,2,98,2,321.3,89
Pneumatic Drill,Facom,1208,208,337,1619.5,4.8,264,1,93,3,270.8,-8
Multimeter,Makita,1408,291,101,318.4,3.2,37,0,68,2,140.8,8
Digital Torque Wrench,Snap-on,596,60,183,668.8,3.7,106,1,91,5,209.6,68
Multimeter,Snap-on,745,287,147,807.9,5.5,90,1,21,2,224.5,19
Digital Torque Wrench,Bosch,498,65,130,315.1,2.4,33,2,0,5,349.8,108
Borescope,Facom,918,243,140,1151.1,8.2,31,1,84,2,241.8,4
Multimeter,Makita,807,28,84,750.3,8.9,24,1,87,2,230.7,99
Pneumatic Drill,Makita,1151,78,357,2089.8,5.9,182,0,104,3,115.1,29
Digital Torque Wrench,Facom,349,167,170,157.9,0.9,98,0,5,5,34.9,5
Hydraulic Pump,Makita,1691,62,115,653.0,5.7,71,0,90,2,169.1,44
Hydraulic Pump,Bosch,845,141,27,167.0,6.2,15,0,45,2,84.5,25
Digital Torque Wrench,Bosch,958,233,182,565.4,3.1,106,0,10,5,95.8,13
Digital Torque Wrench,Fluke,854,26,23,20.7,0.9,6,1,52,5,235.4,151
Hydraulic Pump,Snap-on,964,340,127,271.8,2.1,59,2,13,2,396.4,5
Digital Torque Wrench,Makita,1409,186,26,88.4,3.4,17,0,95,5,140.9,-2
Hydraulic Pump,Fluke,911,119,71,399.7,5.6,49,1,67,2,241.1,58
Hydraulic Pump,Snap-on,867,141,142,1467.8,10.3,69,1,13,2,236.7,16
Pneumatic Drill,Makita,620,125,142,447.5,3.2,32,0,59,3,62.0,53
Pneumatic Drill,Fluke,286,353,461,2675.3,5.8,172,0,118,3,28.6,0
Multimeter,Snap-on,1510,72,126,1383.5,11.0,86,1,52,2,301.0,54
Pneumatic Drill,Snap-on,1149,124,427,1592.7,3.7,309,1,45,3,264.9,-6
Pneumatic Drill,Fluke,1487,223,467,1274.6,2.7,253,0,39,3,148.7,4
Hydraulic Pump,Fluke,218,323,27,315.1,11.7,17,1,16,2,171.8,20
Digital Torque Wrench,Snap-on,983,310,32,101.4,3.2,16,1,95,5,248.3,-1
Pneumatic Drill,Makita,1240,163,69,341.8,5.0,40,0,96,3,124.0,17
Digital Torque Wrench,Makita,1449,201,193,670.0,3.5,108,0,58,5,144.9,3
Pneumatic Drill,Fluke,1373,272,74,224.0,3.0,55,4,23,3,737.3,16
Digital Torque Wrench,Bosch,1221,9,125,100.2,0.8,49,0,19,5,122.1,144
Pneumatic Drill,Facom,441,46,114,351.4,3.1,67,0,65,3,44.1,120
Hydraulic Pump,Facom,1267,318,113,962.6,8.5,31,3,14,2,576.7,22
Multimeter,Facom,128,44,130,1015.1,7.8,50,0,85,2,12.8,79
Multimeter,Makita,565,80,142,272.2,1.9,44,0,20,2,56.5,101
Pneumatic Drill,Makita,316,279,129,810.2,6.3,80,1,35,3,181.6,10
Pneumatic Drill,Fluke,1665,348,102,502.6,4.9,35,2,85,3,466.5,9
Borescope,Snap-on,43,328,19,212.2,11.2,12,0,32,2,4.3,19
Hydraulic Pump,Fluke,415,29,80,93.4,1.2,35,1,67,2,191.5,143
Hydraulic Pump,Fluke,629,164,20,228.5,11.4,15,0,61,2,62.9,4
Borescope,Makita,545,255,60,112.4,1.9,18,0,8,2,54.5,1
Digital Torque Wrench,Snap-on,1390,247,69,258.0,3.7,20,0,4,5,139.0,1
Multimeter,Bosch,1606,105,62,589.6,9.5,15,0,94,2,160.6,4
Borescope,Facom,1797,294,57,620.5,10.9,40,1,36,2,329.7,-1
Pneumatic Drill,Fluke,989,363,182,909.9,5.0,37,3,55,3,548.9,14
Digital Torque Wrench,Facom,1142,203,163,262.2,1.6,91,0,87,5,114.2,-2
Pneumatic Drill,Fluke,561,193,347,2582.1,7.4,106,1,58,3,206.1,-6
Digital Torque Wrench,Bosch,320,83,158,614.9,3.9,69,0,27,5,32.0,53
Digital Torque Wrench,Makita,1308,227,176,633.0,3.6,47,1,1,5,280.8,7
Digital Torque Wrench,Bosch,542,178,75,204.0,2.7,54,0,39,5,54.2,-1
Multimeter,Fluke,1635,64,64,717.8,11.2,35,2,67,2,463.5,54
Digital Torque Wrench,Facom,1788,36,24,26.9,1.1,18,2,4,5,478.8,138
Digital Torque Wrench,Fluke,1338,38,93,297.4,3.2,38,0,46,5,133.8,120
Hydraulic Pump,Makita,1573,10,96,741.3,7.7,75,0,28,2,157.3,105
Borescope,Fluke,1191,345,49,294.8,6.0,32,0,25,2,119.1,5
Hydraulic Pump,Makita,899,351,82,741.9,9.0,25,2,30,2,389.9,-4
Borescope,Makita,936,61,145,945.2,6.5,80,1,11,2,243.6,103
Hydraulic Pump,Facom,267,352,81,129.0,1.6,33,0,12,2,26.7,-7
Hydraulic Pump,Facom,1241,325,85,437.1,5.1,31,0,48,2,124.1,20
Borescope,Fluke,106,64,114,404.4,3.5,60,0,22,2,10.6,113
Pneumatic Drill,Facom,338,247,380,2869.9,7.6,114,1,66,3,183.8,-5
Borescope,Bosch,186,260,63,479.4,7.6,24,0,84,2,18.6,21
Pneumatic Drill,Fluke,1323,58,332,1185.8,3.6,69,2,92,3,432.3,45
Pneumatic Drill,Snap-on,202,64,259,1020.2,3.9,95,2,32,3,320.2,83
Digital Torque Wrench,Snap-on,1226,57,88,180.8,2.1,43,1,94,5,272.6,89
Pneumatic Drill,Makita,777,13,220,837.3,3.8,119,2,86,3,377.7,128
Borescope,Makita,190,82,26,52.0,2.0,16,0,53,2,19.0,90
Pneumatic Drill,Bosch,929,55,91,426.1,4.7,55,1,27,3,242.9,120
Pneumatic Drill,Fluke,179,357,257,1306.8,5.1,144,2,42,3,317.9,22
Borescope,Fluke,666,219,133,1270.5,9.6,49,0,70,2,66.6,21
Borescope,Facom,1082,238,61,228.9,3.8,26,0,52,2,108.2,22
Hydraulic Pump,Facom,681,256,127,237.6,1.9,81,0,21,2,68.1,22
Hydraulic Pump,Fluke,1747,263,90,899.0,10.0,25,3,95,2,624.7,-6
Multimeter,Snap-on,153,127,63,620.4,9.8,39,1,94,2,165.3,3
Multimeter,Snap-on,549,39,20,64.8,3.2,9,0,81,2,54.9,126
Hydraulic Pump,Snap-on,712,329,10,42.8,4.3,2,1,13,2,221.2,-5
Hydraulic Pump,Fluke,741,118,70,146.1,2.1,26,1,79,2,224.1,69
Hydraulic Pump,Makita,145,250,70,759.3,10.8,17,0,27,2,14.5,-1
Hydraulic Pump,Snap-on,902,291,48,246.9,5.1,36,3,96,2,540.2,-2
Pneumatic Drill,Snap-on,95,48,210,1554.0,7.4,155,2,54,3,309.5,114
Multimeter,Bosch,1624,146,139,347.2,2.5,48,1,68,2,312.4,14
Pneumatic Drill,Snap-on,485,19,277,1957.7,7.1,126,0,39,3,48.5,135
Borescope,Facom,259,64,87,399.8,4.6,65,0,35,2,25.9,103
Digital Torque Wrench,Bosch,566,75,101,87.7,0.9,32,0,32,5,56.6,110
Borescope,Snap-on,1640,56,14,141.2,10.1,4,1,44,2,314.0,110
Digital Torque Wrench,Facom,662,60,163,432.6,2.7,78,1,76,5,216.2,125
Pneumatic Drill,Makita,222,138,417,1538.5,3.7,179,0,93,3,22.2,-1
Multimeter,Makita,1773,132,107,315.8,3.0,24,0,88,2,177.3,11
Digital Torque Wrench,Bosch,1284,105,94,130.7,1.4,66,2,49,5,428.4,65
Multimeter,Bosch,700,318,28,269.0,9.6,7,0,77,2,70.0,21
Digital Torque Wrench,Bosch,386,308,196,339.2,1.7,61,1,97,5,188.6,0
Multimeter,Bosch,1704,303,64,302.7,4.7,23,2,26,2,470.4,2
Multimeter,Facom,1263,102,32,249.3,7.8,23,0,19,2,126.3,73
Borescope,Makita,943,184,132,1122.4,8.5,91,2,59,2,394.3,4
Multimeter,Facom,1216,22,73,121.1,1.7,30,0,77,2,121.6,147
Borescope,Bosch,1151,246,114,194.9,1.7,88,1,37,2,265.1,5
Hydraulic Pump,Fluke,1186,313,141,934.1,6.6,98,2,68,2,418.6,17
Multimeter,Snap-on,1029,130,116,1243.9,10.7,48,1,21,2,252.9,20
Multimeter,Facom,656,96,104,520.0,5.0,77,1,97,2,215.6,20
Pneumatic Drill,Makita,990,42,448,1295.8,2.9,182,0,36,3,99.0,108
Hydraulic Pump,Facom,1442,330,63,320.3,5.1,48,2,89,2,444.2,4
Borescope,Bosch,1197,310,75,392.7,5.2,56,2,87,2,419.7,4
Multimeter,Bosch,1136,260,57,585.3,10.3,40,0,14,2,113.6,8
Borescope,Makita,287,147,11,31.4,2.9,3,0,18,2,28.7,27
Digital Torque Wrench,Bosch,1360,134,143,466.7,3.3,80,0,84,5,136.0,12
Pneumatic Drill,Makita,1734,364,484,3105.9,6.4,298,1,119,3,323.4,0
Digital Torque Wrench,Fluke,173,137,106,145.6,1.4,67,0,78,5,17.3,43
Hydraulic Pump,Fluke,163,294,129,275.8,2.1,92,0,85,2,16.3,11
Pneumatic Drill,Fluke,106,327,491,2884.4,5.9,112,0,60,3,10.6,20
Digital Torque Wrench,Facom,559,301,170,198.6,1.2,90,0,45,5,55.9,-2
Digital Torque Wrench,Facom,74,277,36,68.7,1.9,25,1,56,5,157.4,7
Borescope,Facom,82,220,119,852.3,7.2,82,0,10,2,8.2,12
Hydraulic Pump,Facom,928,239,95,539.0,5.7,19,2,37,2,392.8,18
Multimeter,Bosch,113,292,39,381.1,9.8,29,1,33,2,161.3,18
Digital Torque Wrench,Makita,720,234,190,272.2,1.4,111,2,5,5,372.0,21
Pneumatic Drill,Snap-on,1070,352,303,780.1,2.6,231,6,40,3,1007.0,16
Borescope,Fluke,662,24,86,975.3,11.3,35,0,3,2,66.2,117
Multimeter,Makita,296,361,150,381.1,2.5,61,0,45,2,29.6,19
Multimeter,Snap-on,322,202,65,110.2,1.7,42,0,40,2,32.2,17
Digital Torque Wrench,Bosch,860,88,87,256.0,2.9,37,0,79,5,86.0,93
Multimeter,Bosch,452,235,108,741.1,6.9,56,2,99,2,345.2,1
Multimeter,Makita,262,296,28,171.1,6.1,9,2,62,2,326.2,-7
Digital Torque Wrench,Makita,1084,345,192,438.0,2.3,121,0,55,5,108.4,-6
Multimeter,Fluke,900,141,140,1414.1,10.1,56,1,17,2,240.0,17
Pneumatic Drill,Makita,187,162,481,2707.3,5.6,227,1,26,3,168.7,19
Digital Torque Wrench,Bosch,1602,175,138,249.4,1.8,68,2,27,5,460.2,5
Digital Torque Wrench,Bosch,1130,24,65,97.5,1.5,17,1,14,5,263.0,151
Pneumatic Drill,Facom,490,247,395,1450.5,3.7,152,0,33,3,49.0,-1
Hydraulic Pump,Snap-on,228,63,26,154.8,6.0,15,0,43,2,22.8,108
Multimeter,Makita,1195,324,135,726.6,5.4,61,0,37,2,119.5,18
Borescope,Snap-on,61,103,86,868.1,10.1,19,0,8,2,6.1,34
Pneumatic Drill,Snap-on,368,196,251,931.0,3.7,109,0,56,3,36.8,5
Borescope,Makita,422,253,76,261.5,3.4,30,0,15,2,42.2,21
Multimeter,Fluke,1577,56,107,376.8,3.5,69,1,50,2,307.7,110
Multimeter,Snap-on,96,329,52,164.9,3.2,40,1,90,2,159.6,10
Hydraulic Pump,Bosch,300,35,53,227.0,4.3,11,0,66,2,30.0,135
Pneumatic Drill,Facom,880,38,276,2127.1,7.7,75,1,51,3,238.0,127
Hydraulic Pump,Facom,1509,243,36,304.3,8.5,9,0,66,2,150.9,15
Hydraulic Pump,Makita,103,139,96,890.5,9.3,63,0,40,2,10.3,-1
Hydraulic Pump,Fluke,45,153,141,177.9,1.3,43,0,0,2,4.5,22
Multimeter,Fluke,324,96,34,88.1,2.6,15,0,21,2,32.4,98
Multimeter,Bosch,908,236,112,1089.1,9.7,59,1,50,2,240.8,20
Multimeter,Makita,1614,333,84,906.9,10.8,26,0,2,2,161.4,-7
Borescope,Bosch,969,260,74,651.7,8.8,50,0,12,2,96.9,7
Digital Torque Wrench,Snap-on,1162,350,63,232.5,3.7,34,0,49,5,116.2,8
Borescope,Bosch,558,259,121,618.9,5.1,24,0,86,2,55.8,5
Multimeter,Facom,455,209,115,785.3,6.8,33,0,64,2,45.5,-8
Digital Torque Wrench,Bosch,1290,149,126,489.8,3.9,38,3,58,5,579.0,16
Borescope,Facom,1207,284,22,101.4,4.6,9,2,0,2,420.7,18
Digital Torque Wrench,Snap-on,1185,107,82,250.3,3.1,51,0,66,5,118.5,58
Hydraulic Pump,Bosch,823,182,21,189.5,9.0,15,1,57,2,232.3,20
Hydraulic Pump,Makita,389,288,122,242.0,2.0,64,1,76,2,188.9,1
Borescope,Fluke,677,347,134,508.1,3.8,99,0,45,2,67.7,21
Hydraulic Pump,Facom,430,205,90,477.9,5.3,61,0,41,2,43.0,4
Multimeter,Makita,464,210,74,160.3,2.2,58,2,58,2,346.4,20
Pneumatic Drill,Makita,114,109,418,1241.7,3.0,229,0,56,3,11.4,46
Pneumatic Drill,Bosch,1316,273,77,194.4,2.5,21,1,102,3,281.6,12
Borescope,Facom,53,119,84,761.7,9.1,30,0,16,2,5.3,35
Pneumatic Drill,Fluke,652,356,53,137.2,2.6,29,0,114,3,65.2,8
Borescope,Makita,1524,162,105,1175.4,11.2,45,1,93,2,302.4,4
Multimeter,Facom,1806,340,31,249.1,8.0,8,2,59,2,480.6,17
Pneumatic Drill,Bosch,213,335,471,2406.3,5.1,221,1,53,3,171.3,8
Pneumatic Drill,Fluke,743,134,394,1059.3,2.7,275,3,47,3,524.3,14
Borescope,Facom,507,333,148,1397.2,9.4,36,0,28,2,50.7,13
Digital Torque Wrench,Facom,1810,315,116,127.0,1.1,49,1,26,5,331.0,11
Digital Torque Wrench,Fluke,791,357,170,236.5,1.4,49,0,88,5,79.1,15
Digital Torque Wrench,Facom,1431,103,30,49.4,1.6,18,6,75,5,1043.1,4
Hydraulic Pump,Makita,464,122,78,384.9,4.9,22,0,32,2,46.4,48
Hydraulic Pump,Fluke,1523,68,110,1141.9,10.4,65,1,95,2,302.3,53
Digital Torque Wrench,Makita,65,70,27,41.4,1.5,21,1,12,5,156.5,122
Digital Torque Wrench,Bosch,161,280,91,56.3,0.6,55,0,28,5,16.1,14
Digital Torque Wrench,Snap-on,443,21,31,100.4,3.2,19,1,91,5,194.3,132
Digital Torque Wrench,Facom,279,246,151,140.8,0.9,100,1,69,5,177.9,6
Pneumatic Drill,Facom,1068,196,302,1256.2,4.2,108,2,68,3,406.8,2
Borescope,Facom,1779,54,45,469.6,10.4,12,0,42,2,177.9,106
Digital Torque Wrench,Fluke,1505,34,62,106.5,1.7,16,2,86,5,450.5,102
Digital Torque Wrench,Bosch,846,273,72,278.8,3.9,20,2,22,5,384.6,-5
Pneumatic Drill,Fluke,1553,77,272,1784.9,6.6,114,0,31,3,155.3,38
Multimeter,Bosch,284,301,40,237.0,5.9,23,0,37,2,28.4,-2
Pneumatic Drill,Snap-on,1263,307,407,1454.4,3.6,187,2,61,3,426.3,0
Borescope,Bosch,1465,117,99,254.9,2.6,59,2,65,2,446.5,44
Hydraulic Pump,Bosch,972,126,60,565.5,9.4,24,0,80,2,97.2,22
Multimeter,Snap-on,1454,317,68,90.3,1.3,43,2,33,2,445.4,-4
Borescope,Snap-on,356,181,136,291.1,2.1,51,0,57,2,35.6,3
Multimeter,Makita,273,330,125,638.1,5.1,77,0,31,2,27.3,12
Pneumatic Drill,Snap-on,276,142,131,581.6,4.4,30,1,87,3,177.6,10
Digital Torque Wrench,Makita,91,61,148,276.1,1.9,77,0,21,5,9.1,115
Hydraulic Pump,Fluke,1256,260,64,472.0,7.4,46,0,21,2,125.6,4
Digital Torque Wrench,Bosch,1410,225,79,262.1,3.3,37,0,35,5,141.0,11
Pneumatic Drill,Fluke,965,360,314,2250.5,7.2,164,0,94,3,96.5,-1
Hydraulic Pump,Facom,189,174,25,119.5,4.8,8,1,69,2,168.9,-1
Hydraulic Pump,Bosch,1121,10,77,469.2,6.1,31,1,79,2,262.1,148
Pneumatic Drill,Facom,1162,123,435,1466.7,3.4,329,2,59,3,416.2,10
Pneumatic Drill,Snap-on,610,120,172,834.6,4.9,73,2,42,3,361.0,45
Multimeter,Snap-on,1281,32,139,749.7,5.4,28,0,20,2,128.1,92
Multimeter,Facom,415,164,128,1289.8,10.1,85,0,79,2,41.5,8
Hydraulic Pump,Fluke,339,111,110,627.2,5.7,60,3,69,2,483.9,21
Hydraulic Pump,Makita,1825,236,82,116.8,1.4,24,3,38,2,632.5,4
Borescope,Makita,956,231,57,565.5,9.9,38,1,84,2,245.6,-8
Pneumatic Drill,Bosch,1428,311,290,851.2,2.9,90,4,59,3,742.8,22
Digital Torque Wrench,Makita,1764,208,26,101.6,3.9,10,0,10,5,176.4,-3
Borescope,Facom,912,303,147,849.3,5.8,100,1,79,2,241.2,21
Hydraulic Pump,Snap-on,979,127,11,51.4,4.7,5,0,32,2,97.9,38
Multimeter,Bosch,1019,179,146,1326.4,9.1,65,0,64,2,101.9,20
Hydraulic Pump,Makita,844,131,53,635.0,12.0,27,0,62,2,84.4,23
Pneumatic Drill,Bosch,116,215,397,2504.8,6.3,286,0,34,3,11.6,0
Multimeter,Snap-on,1223,332,57,350.1,6.1,38,0,86,2,122.3,-4
Multimeter,Bosch,1426,162,104,299.1,2.9,61,0,67,2,142.6,5
Pneumatic Drill,Facom,680,107,136,885.8,6.5,86,2,114,3,368.0,36
Pneumatic Drill,Fluke,1810,132,433,3249.8,7.5,295,3,64,3,631.0,17
Digital Torque Wrench,Makita,1568,208,194,507.9,2.6,89,1,50,5,306.8,15
Multimeter,Makita,1604,129,45,523.7,11.6,11,0,56,2,160.4,19
Hydraulic Pump,Makita,1093,243,84,454.5,5.4,25,0,60,2,109.3,15
Hydraulic Pump,Bosch,1544,29,45,400.9,8.9,10,1,88,2,304.4,124
Pneumatic Drill,Facom,1183,24,404,2858.8,7.1,248,1,76,3,268.3,101
Pneumatic Drill,Makita,440,88,486,3698.8,7.6,104,0,74,3,44.0,57
Hydraulic Pump,Makita,1748,166,130,1048.7,8.1,74,1,72,2,324.8,0
Pneumatic Drill,Facom,685,151,267,1363.2,5.1,85,0,42,3,68.5,18
Hydraulic Pump,Bosch,1786,232,69,148.2,2.1,31,0,51,2,178.6,11
Hydraulic Pump,Fluke,251,48,128,1101.6,8.6,33,0,94,2,25.1,84
Multimeter,Fluke,617,345,55,184.3,3.4,21,0,90,2,61.7,-4
Hydraulic Pump,Snap-on,922,109,82,578.7,7.1,28,0,8,2,92.2,46
Digital Torque Wrench,Facom,296,76,149,210.5,1.4,106,0,82,5,29.6,78
Borescope,Fluke,168,313,124,1467.8,11.8,76,0,84,2,16.8,8
Hydraulic Pump,Facom,904,162,127,347.8,2.7,53,0,16,2,90.4,20
Multimeter,Fluke,184,24,97,452.1,4.7,76,0,49,2,18.4,145
Borescope,Snap-on,1591,177,104,1091.2,10.5,46,1,64,2,309.1,20
Digital Torque Wrench,Fluke,821,343,160,213.0,1.3,106,0,94,5,82.1,-3
Digital Torque Wrench,Bosch,584,155,131,254.5,1.9,69,0,100,5,58.4,2
Hydraulic Pump,Makita,429,232,121,755.5,6.2,27,0,82,2,42.9,-6
Multimeter,Bosch,327,106,112,590.7,5.3,76,1,58,2,182.7,29
Pneumatic Drill,Bosch,931,111,51,338.6,6.6,12,3,41,3,543.1,18
Borescope,Bosch,967,263,56,557.2,9.9,39,0,77,2,96.7,13
